"Classe","Sexo","Idade","num_irmaos_conjugues","num_pais_criancas","num_bilhete","tarifa","cabine","porto_embarcacao","num_bote_salva_vidas","sobreviveu"
"Second","Male",31,1,1,"C.A. 31921",26.25,,"Southampton",,"No"
"Second","Female",31,1,1,"C.A. 31921",26.25,,"Southampton","14","Yes"
"Second","Female",22,0,0,"W./C. 14266",10.5,"F33","Southampton","14","Yes"
"Second","Female",30,0,0,"237249",13,,"Southampton",,"No"
"Second","Female",,0,0,"F.C.C. 13534",21,,"Southampton",,"No"
"Second","Male",21,0,0,"29107",11.5,,"Southampton",,"No"
"Second","Male",,0,0,"239853",0,,"Southampton",,"No"
"Second","Male",8,1,1,"C.A. 33112",36.75,,"Southampton","14","Yes"
"Second","Male",18,0,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Female",48,0,2,"C.A. 33112",36.75,,"Southampton","14","Yes"
"Second","Female",28,0,0,"237668",13,,"Southampton","13","Yes"
"Second","Male",32,0,0,"244360",13,,"Southampton",,"No"
"Second","Male",17,0,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Male",29,1,0,"SC/PARIS 2167",27.7208,,"Cherbourg",,"No"
"Second","Female",24,1,0,"SC/PARIS 2167",27.7208,,"Cherbourg","12","Yes"
"Second","Male",25,0,0,"C.A. 31029",31.5,,"Southampton",,"No"
"Second","Male",18,0,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Female",18,0,1,"231919",23,,"Southampton",,"Yes"
"Second","Female",34,0,1,"231919",23,,"Southampton",,"Yes"
"Second","Male",54,0,0,"28403",26,,"Southampton",,"No"
"Second","Male",8,0,2,"28220",32.5,,"Southampton","10","Yes"
"Second","Male",42,1,1,"28220",32.5,,"Southampton",,"No"
"Second","Female",34,1,1,"28220",32.5,,"Southampton","10","Yes"
"Second","Female",27,1,0,"SC/PARIS 2149",13.8583,,"Cherbourg","12","Yes"
"Second","Female",30,1,0,"SC/PARIS 2148",13.8583,,"Cherbourg","12","Yes"
"Second","Male",23,0,0,"29751",13,,"Southampton",,"No"
"Second","Male",21,0,0,"236854",13,,"Southampton",,"No"
"Second","Male",18,0,0,"236171",13,,"Southampton",,"No"
"Second","Male",40,1,0,"2926",26,,"Southampton",,"No"
"Second","Female",29,1,0,"2926",26,,"Southampton","16","Yes"
"Second","Male",18,0,0,"C.A. 15185",10.5,,"Southampton",,"No"
"Second","Male",36,0,0,"229236",13,,"Southampton",,"No"
"Second","Male",,0,0,"239854",0,,"Southampton",,"No"
"Second","Female",38,0,0,"237671",13,,"Southampton",,"No"
"Second","Male",35,0,0,"239865",26,,"Southampton",,"No"
"Second","Male",38,1,0,"28664",21,,"Southampton",,"No"
"Second","Male",34,1,0,"28664",21,,"Southampton",,"No"
"Second","Female",34,0,0,"243880",13,,"Southampton","12","Yes"
"Second","Male",16,0,0,"239865",26,,"Southampton",,"No"
"Second","Male",26,0,0,"31028",10.5,,"Southampton",,"No"
"Second","Male",47,0,0,"C.A. 30769",10.5,,"Southampton",,"No"
"Second","Male",21,1,0,"28133",11.5,,"Southampton",,"No"
"Second","Male",21,1,0,"28134",11.5,,"Southampton",,"No"
"Second","Male",24,0,0,"248726",13.5,,"Southampton",,"No"
"Second","Male",24,0,0,"233866",13,,"Southampton",,"No"
"Second","Male",34,0,0,"12233",13,,"Southampton",,"No"
"Second","Male",30,0,0,"250646",13,,"Southampton",,"No"
"Second","Male",52,0,0,"250647",13,,"Southampton",,"No"
"Second","Male",30,0,0,"250653",13,,"Southampton",,"No"
"Second","Male",0.6667,1,1,"250649",14.5,,"Southampton","4","Yes"
"Second","Female",24,0,2,"250649",14.5,,"Southampton","4","Yes"
"Second","Male",44,0,0,"248746",13,,"Southampton",,"No"
"Second","Female",6,0,1,"248727",33,,"Southampton","11","Yes"
"Second","Male",28,0,1,"248727",33,,"Southampton",,"No"
"Second","Male",62,0,0,"S.W./PP 752",10.5,,"Southampton","15","Yes"
"Second","Male",30,0,0,"W/C 14208",10.5,,"Southampton",,"No"
"Second","Female",7,0,2,"F.C.C. 13529",26.25,,"Southampton","14","Yes"
"Second","Male",43,1,1,"F.C.C. 13529",26.25,,"Southampton",,"No"
"Second","Female",45,1,1,"F.C.C. 13529",26.25,,"Southampton","14","Yes"
"Second","Female",24,1,2,"220845",65,,"Southampton","9","Yes"
"Second","Female",24,1,2,"220845",65,,"Southampton","9","Yes"
"Second","Male",49,1,2,"220845",65,,"Southampton",,"No"
"Second","Female",48,1,2,"220845",65,,"Southampton","9","Yes"
"Second","Female",55,0,0,"248706",16,,"Southampton","13","Yes"
"Second","Male",24,2,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Male",32,2,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Male",21,2,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Female",18,1,1,"250650",13,,"Southampton",,"No"
"Second","Female",20,2,1,"29105",23,,"Southampton","4","Yes"
"Second","Male",23,2,1,"29104",11.5,,"Southampton",,"No"
"Second","Male",36,0,0,"242963",13,,"Southampton",,"No"
"Second","Female",54,1,3,"29105",23,,"Southampton","4","Yes"
"Second","Male",50,0,0,"250643",13,,"Southampton",,"No"
"Second","Male",44,1,0,"26707",26,,"Southampton",,"No"
"Second","Female",29,1,0,"26707",26,,"Southampton","10","Yes"
"Second","Male",21,0,0,"S.O.C. 14879",73.5,,"Southampton",,"No"
"Second","Male",42,0,0,"237798",13,,"Southampton","10","Yes"
"Second","Male",63,1,0,"24065",26,,"Southampton",,"No"
"Second","Female",60,1,0,"24065",26,,"Southampton",,"No"
"Second","Male",33,0,0,"SCO/W 1585",12275,,"Southampton",,"No"
"Second","Female",17,0,0,"SO/C 14885",10.5,,"Southampton",,"Yes"
"Second","Male",42,1,0,"243847",27,,"Southampton",,"No"
"Second","Female",24,2,1,"243847",27,,"Southampton","12","Yes"
"Second","Male",47,0,0,"237565",15,,"Southampton",,"No"
"Second","Male",24,2,0,"C.A. 31029",31.5,,"Southampton",,"No"
"Second","Male",22,2,0,"C.A. 31029",31.5,,"Southampton",,"No"
"Second","Male",32,0,0,"C.A. 33111",10.5,,"Southampton",,"No"
"Second","Female",23,0,0,"SC/AH Basle 541",13.7917,"D","Cherbourg","11","Yes"
"Second","Male",34,1,0,"244367",26,,"Southampton",,"No"
"Second","Female",24,1,0,"244367",26,,"Southampton","12","Yes"
"Second","Female",22,0,0,"F.C.C. 13534",21,,"Southampton",,"No"
"Second","Female",,0,0,"226593",12.35,"E101","Queenstown","10","Yes"
"Second","Male",35,0,0,"233734",12.35,,"Queenstown",,"No"
"Second","Female",45,0,0,"223596",13.5,,"Southampton","9","Yes"
"Second","Male",57,0,0,"219533",12.35,,"Queenstown",,"No"
"Second","Male",,0,0,"239855",0,,"Southampton",,"No"
"Second","Male",31,0,0,"C.A. 18723",10.5,,"Southampton",,"No"
"Second","Female",26,1,1,"250651",26,,"Southampton",,"No"
"Second","Male",30,1,1,"250651",26,,"Southampton",,"No"
"Second","Male",,0,0,"240261",10.7083,,"Queenstown",,"No"
"Second","Female",1,1,2,"SC/Paris 2123",41.5792,,"Cherbourg","14","Yes"
"Second","Female",3,1,2,"SC/Paris 2123",41.5792,,"Cherbourg","14","Yes"
"Second","Male",25,1,2,"SC/Paris 2123",41.5792,,"Cherbourg",,"No"
"Second","Female",22,1,2,"SC/Paris 2123",41.5792,,"Cherbourg","14","Yes"
"Second","Female",17,0,0,"SC 1748",12,,"Cherbourg","12","Yes"
"Second","Female",,0,0,"248727",33,,"Southampton","11","Yes"
"Second","Female",34,0,0,"C.A. 34260",10.5,"F33","Southampton","14","Yes"
"Second","Male",36,0,0,"SC/Paris 2163",12875,"D","Cherbourg",,"No"
"Second","Male",24,0,0,"C.A. 29566",10.5,,"Southampton",,"No"
"Second","Male",61,0,0,"235509",12.35,,"Queenstown",,"No"
"Second","Male",50,1,0,"SC/AH 3085",26,,"Southampton",,"No"
"Second","Female",42,1,0,"SC/AH 3085",26,,"Southampton",,"Yes"
"Second","Female",57,0,0,"S.O./P.P. 3",10.5,"E77","Southampton",,"No"
"Second","Male",,0,0,"237735",15.0458,"D","Cherbourg",,"No"
"Second","Male",1,0,2,"S.C./PARIS 2079",37.0042,,"Cherbourg","10","Yes"
"Second","Male",31,1,1,"S.C./PARIS 2079",37.0042,,"Cherbourg",,"No"
"Second","Female",24,1,1,"S.C./PARIS 2079",37.0042,,"Cherbourg","10","Yes"
"Second","Male",,0,0,"SC/A.3 2861",15.5792,,"Cherbourg",,"No"
"Second","Male",30,0,0,"28228",13,,"Southampton",,"No"
"Second","Male",40,0,0,"239059",16,,"Southampton",,"No"
"Second","Male",32,0,0,"237216",13.5,,"Southampton",,"No"
"Second","Male",30,0,0,"233478",13,,"Southampton",,"No"
"Second","Male",46,0,0,"28403",26,,"Southampton",,"No"
"Second","Female",13,0,1,"250644",19.5,,"Southampton","14","Yes"
"Second","Female",41,0,1,"250644",19.5,,"Southampton","14","Yes"
"Second","Male",19,0,0,"SW/PP 751",10.5,,"Southampton","B","Yes"
"Second","Male",39,0,0,"248723",13,,"Southampton",,"No"
"Second","Male",48,0,0,"234360",13,,"Southampton",,"No"
"Second","Male",70,0,0,"C.A. 24580",10.5,,"Southampton",,"No"
"Second","Male",27,0,0,"211536",13,,"Southampton",,"No"
"Second","Male",54,0,0,"29011",14,,"Southampton",,"No"
"Second","Male",39,0,0,"250655",26,,"Southampton",,"No"
"Second","Male",16,0,0,"S.O./P.P. 3",10.5,,"Southampton",,"No"
"Second","Male",62,0,0,"240276",9.6875,,"Queenstown",,"No"
"Second","Male",32.5,1,0,"237736",30.0708,,"Cherbourg",,"No"
"Second","Female",14,1,0,"237736",30.0708,,"Cherbourg",,"Yes"
"Second","Male",2,1,1,"230080",26,"F2","Southampton","D","Yes"
"Second","Male",3,1,1,"230080",26,"F2","Southampton","D","Yes"
"Second","Male",36.5,0,2,"230080",26,"F2","Southampton",,"No"
"Second","Male",26,0,0,"244368",13,"F2","Southampton",,"No"
"Second","Male",19,1,1,"C.A. 33112",36.75,,"Southampton",,"No"
"Second","Male",28,0,0,"218629",13.5,,"Southampton",,"No"
"Second","Male",20,0,0,"SC/PARIS 2166",13.8625,"D38","Cherbourg","7","Yes"
"Second","Female",29,0,0,"C.A. 29395",10.5,"F33","Southampton","11","Yes"
"Second","Male",39,0,0,"28213",13,,"Southampton",,"No"
"Second","Male",22,0,0,"W./C. 14260",10.5,,"Southampton","13","Yes"
"Second","Male",,0,0,"SC/PARIS 2146",13.8625,,"Cherbourg","9","Yes"
"Second","Male",23,0,0,"244278",10.5,,"Southampton",,"No"
"Second","Male",29,0,0,"SC/PARIS 2147",13.8583,,"Cherbourg","9","Yes"
"Second","Male",28,0,0,"SC 14888",10.5,,"Southampton",,"No"
"Second","Male",,0,0,"239853",0,,"Southampton",,"No"
"Second","Female",50,0,1,"230433",26,,"Southampton","12","Yes"
"Second","Male",19,0,0,"28665",10.5,,"Southampton",,"No"
"Second","Male",,0,0,"SC/PARIS 2131",15.05,,"Cherbourg",,"No"
"Second","Male",41,0,0,"237393",13,,"Southampton",,"No"
"Second","Female",21,0,1,"S.O./P.P. 2",21,,"Southampton","12","Yes"
"Second","Female",19,0,0,"250655",26,,"Southampton","11","Yes"
"Second","Male",43,0,1,"S.O./P.P. 2",21,,"Southampton",,"No"
"Second","Female",32,0,0,"234604",13,,"Southampton","9","Yes"
"Second","Male",34,0,0,"250647",13,,"Southampton",,"No"
"Second","Male",30,0,0,"C.A. 34644",12.7375,,"Cherbourg","14","Yes"
"Second","Male",27,0,0,"SC/PARIS 2168",15.0333,,"Cherbourg",,"No"
"Second","Female",2,1,1,"26360",26,,"Southampton","11","Yes"
"Second","Female",8,1,1,"26360",26,,"Southampton","11","Yes"
"Second","Female",33,0,2,"26360",26,,"Southampton","11","Yes"
"Second","Male",36,0,0,"C.A. 17248",10.5,,"Southampton",,"No"
"Second","Male",34,1,0,"31027",21,,"Southampton","12","No"
"Second","Female",30,3,0,"31027",21,,"Southampton",,"Yes"
"Second","Female",28,0,0,"230434",13,,"Southampton","9","Yes"
"Second","Male",23,0,0,"SC/PARIS 2133",15.0458,,"Cherbourg",,"No"
"Second","Male",0.8333,1,1,"29106",18.75,,"Southampton","4","Yes"
"Second","Male",3,1,1,"29106",18.75,,"Southampton","4","Yes"
"Second","Female",24,2,3,"29106",18.75,,"Southampton","4","Yes"
"Second","Female",50,0,0,"W./C. 14258",10.5,,"Southampton","13","Yes"
"Second","Male",19,0,0,"28004",10.5,,"Southampton",,"No"
"Second","Female",21,0,0,"C.A. 31026",10.5,,"Southampton","12","Yes"
"Second","Male",26,0,0,"248659",13,,"Southampton",,"No"
"Second","Male",25,0,0,"244361",13,,"Southampton",,"No"
"Second","Male",27,0,0,"244358",26,,"Southampton",,"No"
"Second","Female",25,0,1,"230433",26,,"Southampton","12","Yes"
"Second","Female",18,0,2,"250652",13,,"Southampton","16","Yes"
"Second","Female",20,0,0,"C.A. 33112",36.75,,"Southampton","11","Yes"
"Second","Female",30,0,0,"250648",13,,"Southampton","10","Yes"
"Second","Male",59,0,0,"237442",13.5,,"Southampton",,"No"
"Second","Female",30,0,0,"234818",12.35,,"Queenstown","13","Yes"
"Second","Male",35,0,0,"28206",10.5,,"Southampton",,"No"
"Second","Female",40,0,0,"31418",13,,"Southampton","9","Yes"
"Second","Male",25,0,0,"C.A. 29178",13,,"Southampton",,"No"
"Second","Male",41,0,0,"237734",15.0458,,"Cherbourg",,"No"
"Second","Male",25,0,0,"F.C.C. 13540",10.5,,"Southampton",,"No"
"Second","Male",18.5,0,0,"248734",13,"F","Southampton",,"No"
"Second","Male",14,0,0,"220845",65,,"Southampton",,"No"
"Second","Female",50,0,0,"F.C.C. 13531",10.5,,"Southampton","9","Yes"
"Second","Male",23,0,0,"233639",13,,"Southampton",,"No"
"Second","Female",28,0,0,"240929",12.65,,"Southampton",,"Yes"
"Second","Female",27,0,0,"34218",10.5,"E101","Southampton","16","Yes"
"Second","Male",29,1,0,"11668",21,,"Southampton",,"No"
"Second","Female",27,1,0,"11668",21,,"Southampton",,"No"
"Second","Male",40,0,0,"28221",13,,"Southampton",,"No"
"Second","Female",31,0,0,"F.C.C. 13528",21,,"Southampton","14","Yes"
"Second","Male",30,1,0,"CA 31352",21,,"Southampton",,"No"
"Second","Male",23,1,0,"28666",10.5,,"Southampton",,"No"
"Second","Female",31,0,0,"CA 31352",21,,"Southampton","10","Yes"
"Second","Male",,0,0,"239856",0,,"Southampton",,"No"
"Second","Female",12,0,0,"C.A. 33595",15.75,,"Southampton","9","Yes"
"Second","Female",40,0,0,"C.A. 33595",15.75,,"Southampton","9","Yes"
"Second","Female",32.5,0,0,"27267",13,"E101","Southampton","12","Yes"
"Second","Male",27,1,0,"228414",26,,"Southampton",,"No"
"Second","Female",29,1,0,"228414",26,,"Southampton","10","Yes"
"Second","Male",2,1,1,"29103",23,,"Southampton","14","Yes"
"Second","Female",4,1,1,"29103",23,,"Southampton","14","Yes"
"Second","Female",29,0,2,"29103",23,,"Southampton","14","Yes"
"Second","Female",0.9167,1,2,"C.A. 34651",27.75,,"Southampton","10","Yes"
"Second","Female",5,1,2,"C.A. 34651",27.75,,"Southampton","10","Yes"
"Second","Male",36,1,2,"C.A. 34651",27.75,,"Southampton",,"No"
"Second","Female",33,1,2,"C.A. 34651",27.75,,"Southampton","10","Yes"
"Second","Male",66,0,0,"C.A. 24579",10.5,,"Southampton",,"No"
"Second","Male",,0,0,"SC/PARIS 2159",12875,,"Southampton",,"No"
"Second","Male",31,0,0,"244270",13,,"Southampton","9","Yes"
"Second","Male",,0,0,"244373",13,,"Southampton","14","Yes"
"Second","Female",26,0,0,"220844",13.5,,"Southampton","9","Yes"
"Second","Female",24,0,0,"248747",13,,"Southampton",,"No"
"Third","Male",42,0,0,"C.A. 5547",7.55,,"Southampton",,"No"
"Third","Male",13,0,2,"C.A. 2673",20.25,,"Southampton",,"No"
"Third","Male",16,1,1,"C.A. 2673",20.25,,"Southampton",,"No"
"Third","Female",35,1,1,"C.A. 2673",20.25,,"Southampton","A","Yes"
"Third","Female",16,0,0,"348125",7.65,,"Southampton","16","Yes"
"Third","Male",25,0,0,"348122",7.65,"F G63","Southampton","A","Yes"
"Third","Male",20,0,0,"SOTON/O2 3101284",7925,,"Southampton","15","Yes"
"Third","Female",18,0,0,"2657",7.2292,,"Cherbourg","C","Yes"
"Third","Male",30,0,0,"C 7076",7.25,,"Southampton",,"No"
"Third","Male",26,0,0,"341826",8.05,,"Southampton",,"No"
"Third","Female",40,1,0,"7546",9475,,"Southampton",,"No"
"Third","Male",0.8333,0,1,"392091",9.35,,"Southampton","11","Yes"
"Third","Female",18,0,1,"392091",9.35,,"Southampton","13","Yes"
"Third","Male",26,0,0,"2699",18.7875,,"Cherbourg","15","Yes"
"Third","Male",26,0,0,"3474",7.8875,,"Southampton",,"No"
"Third","Male",20,0,0,"SOTON/O2 3101287",7925,,"Southampton",,"No"
"Third","Male",24,0,0,"SOTON/O.Q. 3101311",7.05,,"Southampton",,"No"
"Third","Male",25,0,0,"SOTON/O.Q. 3101312",7.05,,"Southampton",,"No"
"Third","Male",35,0,0,"373450",8.05,,"Southampton",,"No"
"Third","Male",18,0,0,"2223",8.3,,"Southampton",,"No"
"Third","Male",32,0,0,"C 4001",22525,,"Southampton",,"No"
"Third","Female",19,1,0,"350046",7.8542,,"Southampton","16","Yes"
"Third","Male",4,4,2,"347082",31275,,"Southampton",,"No"
"Third","Female",6,4,2,"347082",31275,,"Southampton",,"No"
"Third","Female",2,4,2,"347082",31275,,"Southampton",,"No"
"Third","Female",17,4,2,"3101281",7925,,"Southampton","D","Yes"
"Third","Female",38,4,2,"347091",7775,,"Southampton",,"No"
"Third","Female",9,4,2,"347082",31275,,"Southampton",,"No"
"Third","Female",11,4,2,"347082",31275,,"Southampton",,"No"
"Third","Male",39,1,5,"347082",31275,,"Southampton",,"No"
"Third","Male",27,0,0,"350043",7.7958,,"Southampton","A","Yes"
"Third","Male",26,0,0,"347075",7775,,"Southampton",,"No"
"Third","Female",39,1,5,"347082",31275,,"Southampton",,"No"
"Third","Male",20,0,0,"347466",7.8542,,"Southampton",,"No"
"Third","Male",26,0,0,"349202",7.8958,,"Southampton",,"No"
"Third","Male",25,1,0,"349237",17.8,,"Southampton",,"No"
"Third","Female",18,1,0,"349237",17.8,,"Southampton",,"No"
"Third","Male",24,0,0,"349911",7775,,"Southampton",,"No"
"Third","Male",35,0,0,"SOTON/O.Q. 3101310",7.05,,"Southampton",,"No"
"Third","Male",5,4,2,"347077",31.3875,,"Southampton",,"No"
"Third","Male",9,4,2,"347077",31.3875,,"Southampton",,"No"
"Third","Male",3,4,2,"347077",31.3875,,"Southampton","15","Yes"
"Third","Male",13,4,2,"347077",31.3875,,"Southampton",,"No"
"Third","Female",5,4,2,"347077",31.3875,,"Southampton","15","Yes"
"Third","Male",40,1,5,"347077",31.3875,,"Southampton",,"No"
"Third","Male",23,0,0,"350054",7.7958,,"Southampton","13","Yes"
"Third","Female",38,1,5,"347077",31.3875,,"Southampton","15","Yes"
"Third","Female",45,0,0,"2696",7225,,"Cherbourg","C","Yes"
"Third","Male",21,0,0,"2692",7225,,"Cherbourg",,"No"
"Third","Male",23,0,0,"SOTON/O.Q. 3101309",7.05,,"Southampton",,"No"
"Third","Female",17,0,0,"2627",14.4583,,"Cherbourg",,"No"
"Third","Male",30,0,0,"2694",7225,,"Cherbourg",,"No"
"Third","Male",23,0,0,"347468",7.8542,,"Southampton",,"No"
"Third","Female",13,0,0,"2687",7.2292,,"Cherbourg","C","Yes"
"Third","Male",20,0,0,"2679",7225,,"Cherbourg",,"No"
"Third","Male",32,1,0,"3101278",15.85,,"Southampton","D","No"
"Third","Female",33,3,0,"3101278",15.85,,"Southampton",,"Yes"
"Third","Female",0.75,2,1,"2666",19.2583,,"Cherbourg","C","Yes"
"Third","Female",0.75,2,1,"2666",19.2583,,"Cherbourg","C","Yes"
"Third","Female",5,2,1,"2666",19.2583,,"Cherbourg","C","Yes"
"Third","Female",24,0,3,"2666",19.2583,,"Cherbourg","C","Yes"
"Third","Female",18,0,0,"A/4 31416",8.05,,"Southampton","C","Yes"
"Third","Male",40,0,0,"2623",7225,,"Cherbourg",,"No"
"Third","Male",26,0,0,"349248",7.8958,,"Southampton",,"No"
"Third","Male",20,0,0,"2663",7.2292,,"Cherbourg","15","Yes"
"Third","Female",18,0,1,"2691",14.4542,,"Cherbourg",,"No"
"Third","Female",45,0,1,"2691",14.4542,,"Cherbourg",,"No"
"Third","Female",27,0,0,"330844",7.8792,,"Queenstown",,"No"
"Third","Male",22,0,0,"324669",8.05,,"Southampton",,"No"
"Third","Male",19,0,0,"323951",8.05,,"Southampton",,"No"
"Third","Male",26,0,0,"347068",7775,,"Southampton",,"No"
"Third","Male",22,0,0,"PP 4348",9.35,,"Southampton",,"No"
"Third","Male",,0,0,"2622",7.2292,,"Cherbourg",,"No"
"Third","Male",20,0,0,"2648",4.0125,,"Cherbourg",,"No"
"Third","Male",32,0,0,"1601",56.4958,,"Southampton","C","Yes"
"Third","Male",21,0,0,"312992",7775,,"Southampton",,"No"
"Third","Male",18,0,0,"347090",7.75,,"Southampton",,"No"
"Third","Male",26,0,0,"349224",7.8958,,"Southampton",,"No"
"Third","Male",6,1,1,"2678",15.2458,,"Cherbourg",,"No"
"Third","Female",9,1,1,"2678",15.2458,,"Cherbourg",,"No"
"Third","Male",,0,0,"2664",7225,,"Cherbourg",,"No"
"Third","Female",,0,2,"2678",15.2458,,"Cherbourg",,"No"
"Third","Female",,0,2,"364848",7.75,,"Queenstown",,"No"
"Third","Male",40,1,1,"364849",15.5,,"Queenstown",,"No"
"Third","Female",32,1,1,"364849",15.5,,"Queenstown",,"No"
"Third","Male",21,0,0,"54636",16.1,,"Southampton",,"No"
"Third","Female",22,0,0,"334914",7725,,"Queenstown","13","Yes"
"Third","Female",20,0,0,"347471",7.8542,,"Southampton",,"No"
"Third","Male",29,1,0,"3460",7.0458,,"Southampton",,"No"
"Third","Male",22,1,0,"A/5 21171",7.25,,"Southampton",,"No"
"Third","Male",22,0,0,"350045",7.7958,,"Southampton",,"No"
"Third","Male",35,0,0,"364512",8.05,,"Southampton",,"No"
"Third","Female",18.5,0,0,"329944",7.2833,,"Queenstown",,"No"
"Third","Male",21,0,0,"330920",7.8208,,"Queenstown","13","Yes"
"Third","Male",19,0,0,"365222",6.75,,"Queenstown",,"No"
"Third","Female",18,0,0,"330963",7.8792,,"Queenstown",,"No"
"Third","Female",21,0,0,"315087",8.6625,,"Southampton",,"No"
"Third","Female",30,0,0,"315084",8.6625,,"Southampton",,"No"
"Third","Male",18,0,0,"315091",8.6625,,"Southampton",,"No"
"Third","Male",38,0,0,"315089",8.6625,,"Southampton",,"No"
"Third","Male",17,0,0,"315093",8.6625,,"Southampton",,"No"
"Third","Male",17,0,0,"315086",8.6625,,"Southampton",,"No"
"Third","Female",21,0,0,"364846",7.75,,"Queenstown",,"No"
"Third","Male",21,0,0,"364858",7.75,,"Queenstown",,"No"
"Third","Male",21,0,0,"A./5. 2152",8.05,,"Southampton",,"No"
"Third","Male",,1,0,"2689",14.4583,,"Cherbourg",,"No"
"Third","Female",,1,0,"2689",14.4583,,"Cherbourg",,"No"
"Third","Male",28,0,0,"350042",7.7958,,"Southampton",,"No"
"Third","Male",24,0,0,"350409",7.8542,,"Southampton",,"No"
"Third","Female",16,0,0,"367231",7.75,,"Queenstown","16","Yes"
"Third","Female",37,0,0,"368364",7.75,,"Queenstown",,"No"
"Third","Male",28,0,0,"392095",7.25,,"Southampton",,"No"
"Third","Male",24,0,0,"343275",8.05,,"Southampton",,"No"
"Third","Male",21,0,0,"A/5. 13032",7.7333,,"Queenstown",,"No"
"Third","Male",32,0,0,"1601",56.4958,,"Southampton","C","Yes"
"Third","Male",29,0,0,"343276",8.05,,"Southampton",,"No"
"Third","Male",26,1,0,"2680",14.4542,,"Cherbourg",,"No"
"Third","Male",18,1,0,"2680",14.4542,,"Cherbourg",,"No"
"Third","Male",20,0,0,"SOTON/O.Q. 3101307",7.05,,"Southampton",,"No"
"Third","Male",18,0,0,"A/5 3540",8.05,,"Southampton","12","Yes"
"Third","Male",24,0,0,"371109",7.25,,"Queenstown",,"No"
"Third","Male",36,0,0,"349210",7.4958,,"Southampton",,"No"
"Third","Male",24,0,0,"349209",7.4958,,"Southampton",,"No"
"Third","Male",31,0,0,"21332",7.7333,,"Queenstown",,"No"
"Third","Male",31,0,0,"335097",7.75,,"Queenstown",,"No"
"Third","Female",22,0,0,"370373",7.75,,"Queenstown","13","Yes"
"Third","Female",30,0,0,"330972",7.6292,,"Queenstown",,"No"
"Third","Male",70.5,0,0,"370369",7.75,,"Queenstown",,"No"
"Third","Male",43,0,0,"A/5 3536",8.05,,"Southampton",,"No"
"Third","Male",35,0,0,"349230",7.8958,,"Southampton",,"No"
"Third","Male",27,0,0,"349229",7.8958,,"Southampton",,"No"
"Third","Male",19,0,0,"349231",7.8958,,"Southampton",,"No"
"Third","Male",30,0,0,"SOTON/OQ 392090",8.05,,"Southampton",,"No"
"Third","Male",9,1,1,"C.A. 37671",15.9,,"Southampton","2","Yes"
"Third","Male",3,1,1,"C.A. 37671",15.9,,"Southampton","2","Yes"
"Third","Female",36,0,2,"C.A. 37671",15.9,,"Southampton","2","Yes"
"Third","Male",59,0,0,"364500",7.25,,"Southampton",,"No"
"Third","Male",19,0,0,"S.P. 3464",8.1583,,"Southampton",,"No"
"Third","Female",17,0,1,"371362",16.1,,"Southampton","12","Yes"
"Third","Male",44,0,1,"371362",16.1,,"Southampton",,"No"
"Third","Male",17,0,0,"315090",8.6625,,"Southampton",,"No"
"Third","Male",22.5,0,0,"2698",7225,,"Cherbourg",,"No"
"Third","Male",45,0,0,"7598",8.05,,"Southampton","15","Yes"
"Third","Female",22,0,0,"7552",10.5167,,"Southampton",,"No"
"Third","Male",19,0,0,"349228",10.1708,,"Southampton",,"No"
"Third","Female",30,0,0,"382650",6.95,,"Queenstown","15","Yes"
"Third","Male",29,0,0,"382651",7.75,,"Queenstown","13 15 B","Yes"
"Third","Male",0.3333,0,2,"347080",14.4,,"Southampton",,"No"
"Third","Male",34,1,1,"347080",14.4,,"Southampton",,"No"
"Third","Female",28,1,1,"347080",14.4,,"Southampton",,"No"
"Third","Male",27,0,0,"349219",7.8958,,"Southampton",,"No"
"Third","Male",25,0,0,"349203",7.8958,,"Southampton",,"No"
"Third","Male",24,2,0,"A/4 48871",24.15,,"Southampton",,"No"
"Third","Male",22,0,0,"SC/A4 23568",8.05,,"Southampton",,"No"
"Third","Male",21,2,0,"A/4 48871",24.15,,"Southampton",,"No"
"Third","Male",17,2,0,"A/4 48873",8.05,,"Southampton",,"No"
"Third","Male",,1,0,"386525",16.1,,"Southampton",,"No"
"Third","Female",,1,0,"386525",16.1,,"Southampton","16","Yes"
"Third","Male",36.5,1,0,"345572",17.4,,"Southampton","15","Yes"
"Third","Female",36,1,0,"345572",17.4,,"Southampton","13","Yes"
"Third","Male",30,0,0,"345774",9.5,,"Southampton","11","Yes"
"Third","Male",16,0,0,"345778",9.5,,"Southampton",,"No"
"Third","Male",1,1,2,"C.A. 2315",20575,,"Southampton","10","Yes"
"Third","Female",0.1667,1,2,"C.A. 2315",20575,,"Southampton","10","Yes"
"Third","Male",26,1,2,"C.A. 2315",20575,,"Southampton",,"No"
"Third","Female",33,1,2,"C.A. 2315",20575,,"Southampton","10","Yes"
"Third","Male",25,0,0,"349250",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"349238",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"349225",7.8958,,"Southampton",,"No"
